1999,fall,1999-10-06,"Tony Rossini, Department of Biostatistics, University of Washington",,
1999,fall,1999-10-13,"Elaine Thompson, School of Nursing, University of Washington",,
1999,fall,1999-10-20,"Jon Wakefield, Department of Statistics and Biostatistics, University of Washington",,
1999,fall,1999-10-27,"Charles Nelson, Department of Economics, University of Washington",,
1999,fall,1999-11-03,"Mary Gillmore, Department of Social Work, University of Washington",,
1999,fall,1999-11-10,"Mike Ward, Department of Political Science, University of Washington and ",,
1999,fall,1999-11-17,Stephen Fienberg,Stephen Fienberg,http://www.stat.cmu.edu/~fienberg/
1999,fall,1999-11-24,"Darryl Holman, Department of Anthropology, University of Washington
",,
1999,fall,1999-12-01,"Rob Warren, Department of Sociology and Irving Emanuel , Department of Epidemiology, University of Washington",,
1999,fall,1999-12-06,"Kevin Quinn, Center for Basic Research Soc. Sci., Harvard University",,
2000,fall,2000-10-04,"Julian Besag, Department of Statistics, University of Washington",,
2000,fall,2000-10-11,"Shelly Lundberg, Department of Economics, University of Washington - with Steve Stillman and Dick Startz",,
2000,fall,2000-10-18,"Kenneth Frank, Measurement and Quantitative Methods, Department of
Counseling, Educational Psychology and Special Education, College of
Education, Michigan State University",,
2000,fall,2000-10-25,"Michael Perlman, Department of Statistics, University of Washington",,
2000,fall,2000-11-01,"Elaina Rose, Department of Economics, University of Washington - with Shelly Lundberg",,
2000,fall,2000-11-08,"Bruce Western, Office of Population Research, Princeton University",,
2000,fall,2000-11-15,"Adrian Raftery, Departments of Statistics and Sociology, University of Washington and Fadoua Balabdaoui, Center for Studies in Demography and Ecology,
University of Washington",,
2000,fall,2000-11-22,"Thomas Richardson, Department of Statistics, University of Washington",,
2000,fall,2000-11-29,"Ingram Olkin, Department of Statistics, Stanford University",,
2000,winter,2000-01-12,"Peter Hoff, Department of Statistics, University of Wisconsin-Madison",,
2000,winter,2000-01-19,"Adrian Raftery, Departments of Statistics and Sociology, University of Washington",,
2000,winter,2000-01-26,"Fadoua Balabdoui, Centre de Géostatistique, Ecoles des Mines, Paris",,
2000,winter,2000-01-27,"Jennifer Hill, Harvard University Statistics Department",,
2000,winter,2000-02-02,"Daniel Cork, Statistics and Public Policy, Carnegie Mellon University",,
2000,winter,2000-02-09,Savery 209 at 12:30 P.M.,,
2000,winter,2000-02-16,"Daniel Nagin, Heinz School of Public Policy and Management, Carnegie
Mellon University",,
2000,winter,2000-02-23,"Greg Ridgeway, Department of Statistics, University of Washington",,
2000,winter,2000-02-25,"Jennifer Hill, Harvard University Statistics Department",,
2000,winter,2000-03-01,"Pedro Domingos, Department of Computer Science and Engineering, University of Washington",,
2000,winter,2000-03-08,"Katherine Stovel, Department of Sociology, University of Washington",,
2000,spring,2000-04-05,"Martin McIntosh, Department of Biostatistics, University of Washington",,
2000,spring,2000-04-12,"Paul Burstein, Department of Sociology, University of Washington",,
2000,spring,2000-04-19,"Dick Startz, Department of Economics, University of Washington",,
2000,spring,2000-04-26,"Jerry Herting, Departments of Sociology and Psychosocial & Community Health, University of Washington",,
2000,spring,2000-05-03,"Julian Besag, Department of Statistics, University of Washington",,
2000,spring,2000-05-10,"Gary King, Department of Government and Center for Basic Research in the Social Sciences, Harvard University","Gary King, Department of Government and Center for Basic Research in the Social Sciences, Harvard University",/Seminars/archive/2000/spring/King.shtml
2000,spring,2000-05-17,"Babette Brumback, Department of Biostatistics, University of Washington",,
2000,spring,2000-05-24,"Bryan Jones, Department of Political Science, University of Washington",,
2000,spring,2000-05-31,"Peter Guttorp, Department of Statistics and Director of the National Research Center for Statistics and the Environment, University of Washington",,
2001,fall,2001-10-03,"Judea Pearl, Departments of Computer Science and Statistics, UCLA",,
2001,fall,2001-10-10,"Pedros Domingos, Department of Computer Science and Engineering, University of Washington",,
2001,fall,2001-10-17,"Hyojoung Kim, Department of Sociology, University of Washington",,
2001,fall,2001-10-24,"Richard L. Scheaffer, University of Florida President of the American Statistical Association",,
2001,fall,2001-10-31,"Kate Stovel, Department of Sociology, University of Washington",,
2001,fall,2001-11-07,"James Jones, Center for AIDS and STD",,
2001,fall,2001-11-14,"Babette Brumback, Department of Biostatistics, University of Washington",,
2001,fall,2001-11-21,"Mark Handcock, Center for Statistcs and the Social Sciences, University of Washington",,
2001,fall,2001-11-28,"Elaina Rose, Department of Economics, University of Washington",,
2001,fall,2001-12-05,"Carter Butts, Department of Social and Decision Sciences, Carnegie Mellon University",,
2001,fall,2001-12-12,"Sander Greenland, University of California Los Angeles",,
2001,spring,2001-04-04,"Jon Wakefield, Departments of Biostatistics and Statistics, University of Washington",,
2001,spring,2001-04-11,"Adrian Raftery, Departments of Statistics and Sociology and Sociology and Director of CSSS, University of Washington",,
2001,spring,2001-04-12,"Samuel Bowles, Santa Fe Institute and University of Massachusetts at Amherst",,
2001,spring,2001-04-18,"Gerald Van Belle, Departments of Biostatistics and Environmental Health, University of Washington",,
2001,spring,2001-04-25,"Michael Rendall, Department of Sociology, Pennsylvania State University",,
2001,spring,2001-05-02,"Kevin Quinn, Department of Political Science and CSSS, University of Washington",,
2001,spring,2001-05-09,"Suzanne Withers, Department of Geography, University of Washington",,
2001,spring,2001-05-16,"Dennis Donovan, Departments of Psychiatry and Behavioral Sciences and Director, Alcohol and Drug Abuse Institute, University of Washington",,
2001,spring,2001-05-23,"Becky Pettit, Department of Sociology, University of Washington",,
2001,spring,2001-05-30,"Michael Hechter, Department of Sociology, University of Washington",,
2001,spring,2001-06-06,"Claudia Czado, University of Technology, Munich, Germany",,
2002,fall,2002-10-09,"Jamie Jones, Center for Statistics and the Social Sciences and CFAR, University of Washington",,
2002,fall,2002-10-16,"Lowell Hargens and Barbara Reskin, Department of Sociology, University of Washington",,
2002,fall,2002-10-23,"Anthony Greenwald, Department of Psychology, University of Washington",,
2002,fall,2002-10-30,"Steve Majeski, Department of Political Science, University of Washington",,
2002,fall,2002-11-06,"Pip Pattison, University of Melbourne",,
2002,fall,2002-11-12,"Tom A.B. Snijders, ICS, University of Groningen, The Netherlands",,
2002,fall,2002-11-13,"John Allen Logan, University of Wisconsin",,
2002,fall,2002-11-20,"Becky Pettit and Jen Hook, Department of Sociology, University of Washington",,
2002,fall,2002-11-27,DAY BEFORE THANKSGIVING - NO SEMINAR,,
2002,fall,2002-12-04,"Stephen Morgan, Cornell University",,
2002,fall,2002-12-09,Kosuke Imai,,
2002,fall,2002-12-10,Kosuke Imai,,
2002,winter,2002-01-16,"David Layton, Evans School of Public Affairs, University of Washington",,
2002,winter,2002-01-23,"David Draper, Department of Applied Mathematics and Statistics, School of Engineering, University of California Santa Cruz",,
2002,winter,2002-01-30,"Kevin Quinn, CSSS and Department of Political Science, University of Washington",,
2002,winter,2002-02-06,"Paul LePore, Director of Undergraduate Program Development, College of Arts and Sciences and Department of Sociology, University of Washington",,
2002,winter,2002-02-13,"Heidi Hartmann, Director of the Institute for Women's Policy Research, Washington, D.C.",,
2002,winter,2002-02-14,"Elena Erosheva, Department of Statistics, Carnegie Mellon University",,
2002,winter,2002-02-15,"Elena Erosheva, Department of Statistics, Carnegie Mellon University",,
2002,winter,2002-02-20,"Steve Goodreau, Senior Fellow, Department of Allergy and Infectious Diseases and CSSS, University of Washington",,
2002,winter,2002-02-27,"Peter Hoff, Department of Statistics and CSSS, University of Washington",,
2002,winter,2002-02-28,"Louie Mariano, Department of Statistics, Carnegie Mellon University",,
2002,winter,2002-03-01,"Louie Mariano, Department of Statistics, Carnegie Mellon University",,
2002,winter,2002-03-06,"Susan Murphy, Department of Statistics, University of Michigan",,
2002,winter,2002-03-07,"Sander Greenland, Department of Epidemiology, University of California Los Angeles, School of Public Health",,
2002,winter,2002-03-08,"Sander Greenland, Department of Epidemiology, University of California Los Angeles, School of Public Health",,
2002,winter,2002-03-11,"Dylan Small, Department of Statistics, Stanford University",,
2002,winter,2002-03-12,"Dylan Small, Department of Statistics, Stanford University",,
2002,winter,2002-04-17,"Simon Jackman, Department of Political Science, Stanford University",,
2002,spring,2002-04-03,"Jon Wakefield, Departments of Biostatistics and Statistics, University of Washington",,
2002,spring,2002-04-10,"Thomas Richardson, Departments of Statistics, University of Washington",,
2002,spring,2002-04-17,"Simon Jackman, Department of Political Science, Stanford University",,
2002,spring,2002-04-24,"Darryl Holman, Department of Anthropology, University of Washington",,
2002,spring,2002-05-01,"Pedro Domingos, Department of Computer Science and Engineering, University of Washington",,
2002,spring,2002-05-08,"Andrew Martin, Department of Political Science, Washington University in St. Louis",,
2002,spring,2002-05-15,"Elaine Thompson, Department of Psychosocial and Community Health, University of Washington",,
2002,spring,2002-05-22,"Michael Sobel, Department of Sociology, Columbia University",,
2002,spring,2002-05-29,"Marc Scott, Steinhardt School of Education, Department of Humanities and the Social Sciences, New York University",,
2003,fall,2003-10-08,"Bryan Jones, Department of Political Science, University of Washington",,
2003,fall,2003-10-15,"Elena Erosheva, CSSS and Departments of Statistics and Social Work, University of Washington",,
2003,fall,2003-10-22,"Steve Goodreau, Postdoctoral Fellow, CSSS and CFAR, University of Washington",,
2003,fall,2003-10-29,"Diana Miglioretti, Center for Health Statistics, Group Health Cooperative",,
2003,fall,2003-11-05,"Jonathan Katz, Division of the Humanities and Social Sciences, California Institute of Technology",,
2003,fall,2003-11-12,"Devon Brewer, Interdisciplinary Scientific Research and STD
Program, Public Health-Seatle and King County",,
2003,fall,2003-11-19,"Anton Westveld and Peter Hoff, CSSS and Department of Statistics, University of Washington",,
2003,fall,2003-12-03,"Judy Thornton, Department of Economics, University of Washington",,
2003,fall,2003-12-10,"Christopher Adolph, Department of Government, Harvard University",,
2003,winter,2003-01-15,"Marc Lange, Department of Philosophy, University of Washington",,
2003,winter,2003-01-22,"Karl Hill, University of Washington Social Developement Research Group",,
2003,winter,2003-01-23,"Sergio Firpo, Dept. of Economics, University of California - Berkeley, Job Candidate",,
2003,winter,2003-01-24,"Sibel Sirakaya, Job Candidate",,
2003,winter,2003-01-24,"Sergio Firpo, Dept. of Economics, University of California - Berkeley, Job Candidate",,
2003,winter,2003-01-27,"Sibel Sirakaya, Job Candidate",,
2003,winter,2003-01-29,"Marc Smith, Microsoft Research",,
2003,winter,2003-02-05,"Ivan Jeliazkov, Washington University, St Louis, Department of Economics",,
2003,winter,2003-02-10,The CSSS Networks Working Group Announces the Following Special Seminar:,,
2003,winter,2003-02-12,"Julian Besag, University of Washington Department of Statistics",,
2003,winter,2003-02-19,"Mark Handcock, University of Washington Department of Statistics",,
2003,winter,2003-02-26,"Ron Shoenberg, Applications Director, Aptech Systems, and University of
Washington, Department of Sociology Adjunct Professor",,
2003,winter,2003-03-05,"Thomas Richardson, University of Washington Department of Statistics",,
2003,winter,2003-03-12,"Jon Wakefield, University of Washington Department of Biostatistics",,
2003,spring,2003-04-02,"Jim Hughes, Department of Biostatistics, University of Washington",,
